,SiteName_x,County,AQI,Pollutant,Status,SO2,CO,CO_8hr,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,PublishTime,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId,hash,SiteName_y,WindDirection,WindPower,Gust,Visibility,Temperature,Moisture,AtmosphericPressure,Weather,Rainfall1day,Unit,DataCreationDate
457,冬山,宜蘭縣,41,,良好,1.4,0.21,0.2,31,29,24,10,6.8,6.9,0.2,0.8,211,2019/10/21 07:00,13,23,2,121.792928,24.632203,66,66-2019-10-21 07:00:00,66,東北,1,,,22.4,75,1015.5,,0,中央氣象局,2019/10/21 07:00
458,基隆,基隆市,50,,良好,1,0.25,0.2,57,54,30,11,6.2,7.7,1.5,0.8,51,2019/10/21 07:00,12,32,2,121.760056,25.129167,1,1-2019-10-21 07:00:00,1,北,2,,,22.9,64,1015.4,,0,中央氣象局,2019/10/21 07:00
459,萬華,臺北市,46,,良好,0.5,0.27,0.2,43,50,27,12,19,20,1.3,1.4,66,2019/10/21 07:00,12,24,1,121.507972,25.046503,13,13-2019-10-21 07:00:00,13,東北東,1,,,22.8,67,1015.6,,0,中央氣象局,2019/10/21 07:00
460,新竹,新竹市,50,,良好,2.1,0.23,0.2,55,54,34,12,7.4,8,0.6,3.1,61,2019/10/21 07:00,11,28,2,120.972075,24.805619,24,24-2019-10-21 07:00:00,24,北北東,2,,,22.5,70,1015.6,,0,中央氣象局,2019/10/21 07:00
461,恆春,屏東縣,44,,良好,1.2,0.15,0.1,47,48,23,12,1.5,2.4,0.9,6.2,9.9,2019/10/21 07:00,11,24,1,120.788928,21.958069,61,61-2019-10-21 07:00:00,61,北北東,2,,,25,74,1013.5,,0,中央氣象局,2019/10/21 07:00
462,臺東,臺東縣,33,,良好,1.6,0.22,0.2,25,32,14,7,2.2,3,0.8,2.4,313,2019/10/21 07:00,10,19,2,121.15045,22.755358,62,62-2019-10-21 07:00:00,62,北北西,1,,,22.6,72,1014.4,,0,中央氣象局,2019/10/21 07:00
463,陽明,臺北市,50,,良好,0.7,0.16,0.2,56,54,24,10,0.9,1.2,0.4,,,2019/10/21 07:00,10,18,2,121.529583,25.182722,64,64-2019-10-21 07:00:00,64,北北東,1,,,15.1,91,,,0,中央氣象局,2019/10/21 07:00
464,陽明,臺北市,49,,良好,0.8,0.15,0.2,55,53,22,9,0.9,1.5,0.6,,,2019/10/21 06:00,9,18,2,121.529583,25.182722,64,64-2019-10-21 06:00:00,64,北,1,,,14.9,93,,,0,中央氣象局,2019/10/21 06:00
465,金門,金門縣,75,細懸浮微粒,普通,6.1,0.28,0.3,52,58,64,33,14,14,0.3,3.3,27,2019/10/21 06:00,25,55,3,118.312256,24.432133,77,77-2019-10-21 06:00:00,77,東北,2,,,19,69,1017.5,,0,中央氣象局,2019/10/21 06:00
466,馬祖,連江縣,118,臭氧八小時,對敏感族群不健康,2.4,0.26,0.2,72,76,38,22,4.3,5.1,0.7,0.9,318,2019/10/21 06:00,24,38,2,119.949875,26.160469,75,75-2019-10-21 06:00:00,75,北,2,,,19.4,73,1017.8,,0,中央氣象局,2019/10/21 06:00
467,臺南,臺南市,70,細懸浮微粒,普通,3.3,0.32,0.3,13,23,42,21,18,19,1.1,0.6,45,2019/10/21 06:00,23,51,3,120.202617,22.984581,46,46-2019-10-21 06:00:00,46,北,1,,,21.9,80,1013.7,,0,中央氣象局,2019/10/21 06:00
468,嘉義,嘉義市,60,細懸浮微粒,普通,2.3,0.33,0.3,14,22,40,20,12,13,0.6,1,70,2019/10/21 06:00,19,41,4,120.440833,23.462778,42,42-2019-10-21 06:00:00,42,北北東,1,,,20.4,87,1013.4,,0,中央氣象局,2019/10/21 06:00
469,大里,臺中市,54,細懸浮微粒,普通,2.5,0.38,0.3,10,21,32,20,16,18,1.3,0.6,131,2019/10/21 06:00,17,30,2,120.677689,24.099611,30,30-2019-10-21 06:00:00,30,北,2,,,22.2,75,1013.7,,0,中央氣象局,2019/10/21 06:00
470,馬公,澎湖縣,80,臭氧八小時,普通,1.5,0.14,0.1,67,64,38,10,1.7,5.8,4.2,5.9,22,2019/10/21 06:00,14,37,2,119.566158,23.569031,78,78-2019-10-21 06:00:00,78,北北東,3,6,,23.1,83,1014.1,,0,中央氣象局,2019/10/21 06:00
471,沙鹿,臺中市,44,,良好,2,0.11,0.2,50,44,28,10,6.6,7.2,0.6,4.1,7.2,2019/10/21 06:00,14,30,3,120.568794,24.225628,29,29-2019-10-21 06:00:00,29,北,3,,,21.7,71,1014,,0,中央氣象局,2019/10/21 06:00
472,板橋,新北市,42,,良好,0.9,0.22,0.2,39,45,27,14,10,11,0.4,0.6,10,2019/10/21 06:00,13,27,,121.458667,25.012972,6,6-2019-10-21 06:00:00,6,靜風,,,,22.2,74,1015.5,,0,中央氣象局,2019/10/21 06:00
473,冬山,宜蘭縣,43,,良好,1.3,0.18,0.2,33,29,17,10,4.1,4.2,0.1,0.7,199,2019/10/21 06:00,13,23,2,121.792928,24.632203,66,66-2019-10-21 06:00:00,66,西,1,,,21.9,81,1015.3,,0,中央氣象局,2019/10/21 06:00
474,基隆,基隆市,49,,良好,1.2,0.2,0.2,60,53,34,12,2.2,3.8,1.6,0.9,84,2019/10/21 06:00,12,32,2,121.760056,25.129167,1,1-2019-10-21 06:00:00,1,北,3,,,22.8,58,1015.3,,0,中央氣象局,2019/10/21 06:00
475,觀音,桃園市,64,臭氧八小時,普通,2.3,0.2,0.2,,59,32,11,4.8,5.5,0.7,4.6,56,2019/10/21 06:00,12,30,4,121.082761,25.035503,19,19-2019-10-21 06:00:00,19,東北,3,,,22.3,63,1015,,0,中央氣象局,2019/10/21 06:00
476,萬華,臺北市,45,,良好,0.8,0.19,0.2,55,49,24,13,7.5,8.6,1,2,78,2019/10/21 06:00,12,24,1,121.507972,25.046503,13,13-2019-10-21 06:00:00,13,東北東,2,,,22.7,69,1015.4,,0,中央氣象局,2019/10/21 06:00
477,新竹,新竹市,49,,良好,2.7,0.2,0.2,53,53,26,9,6.3,6.8,0.5,2.4,71,2019/10/21 06:00,11,27,2,120.972075,24.805619,24,24-2019-10-21 06:00:00,24,東北,1,,,22.3,70,1015.2,,0,中央氣象局,2019/10/21 06:00
478,恆春,屏東縣,45,,良好,1.2,0.15,0.1,48,49,24,10,1.4,2.3,1,5.8,15,2019/10/21 06:00,11,24,1,120.788928,21.958069,61,61-2019-10-21 06:00:00,61,北,2,,,24.4,71,1013.3,,0,中央氣象局,2019/10/21 06:00
479,臺東,臺東縣,35,,良好,1.6,0.18,0.2,27,34,18,10,1.5,2.4,0.8,2.6,307,2019/10/21 06:00,11,20,2,121.15045,22.755358,62,62-2019-10-21 06:00:00,62,北北西,1,,,21.8,77,1013.9,,0,中央氣象局,2019/10/21 06:00
480,陽明,臺北市,48,,良好,0.9,0.15,0.2,55,52,17,12,0.9,1.6,0.7,,,2019/10/21 05:00,9,17,2,121.529583,25.182722,64,64-2019-10-21 05:00:00,64,北,3,,20,15,93,,陰,0,中央氣象局,2019/10/21 05:00
481,臺南,臺南市,72,細懸浮微粒,普通,2.9,0.29,0.4,18,26,42,18,15,16,1,1.5,32,2019/10/21 05:00,24,56,3,120.202617,22.984581,46,46-2019-10-21 05:00:00,46,北,2,,10,21.7,79,1013.4,多雲,0,中央氣象局,2019/10/21 05:00
482,金門,金門縣,73,細懸浮微粒,普通,6.7,0.28,0.3,54,60,59,27,12,13,0.3,2.6,18,2019/10/21 05:00,24,54,3,118.312256,24.432133,77,77-2019-10-21 05:00:00,77,北北東,2,,15,19.1,70,1017.2,晴,0,中央氣象局,2019/10/21 05:00
483,馬祖,連江縣,122,臭氧八小時,對敏感族群不健康,2.1,0.26,0.2,74,77,37,26,4.5,5.3,0.8,1.7,15,2019/10/21 05:00,23,38,2,119.949875,26.160469,75,75-2019-10-21 05:00:00,75,北,2,,15,19.4,72,1017,晴,0,中央氣象局,2019/10/21 05:00
484,嘉義,嘉義市,59,細懸浮微粒,普通,2.5,0.33,0.3,16,24,39,21,13,13,0.5,1.2,23,2019/10/21 05:00,19,41,4,120.440833,23.462778,42,42-2019-10-21 05:00:00,42,北,1,,10,20.5,86,1013.2,晴,0,中央氣象局,2019/10/21 05:00
485,馬公,澎湖縣,77,臭氧八小時,普通,1.2,0.13,0.2,68,63,35,13,1.4,5.6,4.3,5.8,19,2019/10/21 05:00,15,38,2,119.566158,23.569031,78,78-2019-10-21 05:00:00,78,北北東,3,6,15,23.2,76,1013.8,多雲,0,中央氣象局,2019/10/21 05:00
486,沙鹿,臺中市,47,,良好,2,0.12,0.2,49,43,32,12,6.8,7.2,0.4,4,360,2019/10/21 05:00,15,30,3,120.568794,24.225628,29,29-2019-10-21 05:00:00,29,北,3,,,21.8,71,1013.8,,0,中央氣象局,2019/10/21 05:00
487,大里,臺中市,50,,良好,2.3,0.36,0.3,10,23,28,16,14,15,1.2,1.1,224,2019/10/21 05:00,15,29,2,120.677689,24.099611,30,30-2019-10-21 05:00:00,30,北,2,,12,22.4,74,1013.4,陰,0,中央氣象局,2019/10/21 05:00
488,冬山,宜蘭縣,44,,良好,1.3,0.15,0.2,33,29,25,17,5.2,5.4,0.2,1.5,237,2019/10/21 05:00,14,25,2,121.792928,24.632203,66,66-2019-10-21 05:00:00,66,靜風,,,10,22,80,1014.8,陰,0,中央氣象局,2019/10/21 05:00
489,板橋,新北市,42,,良好,0.9,0.18,0.3,49,44,23,13,5.4,6,0.6,1.4,279,2019/10/21 05:00,13,27,,121.458667,25.012972,6,6-2019-10-21 05:00:00,6,北北東,1,,20,22.2,74,1015.1,陰,0,中央氣象局,2019/10/21 05:00
490,基隆,基隆市,49,,良好,1.2,0.18,0.2,61,53,33,12,1.7,2.9,1.2,1,47,2019/10/21 05:00,12,30,2,121.760056,25.129167,1,1-2019-10-21 05:00:00,1,北,4,,,22.9,67,1015,,0,中央氣象局,2019/10/21 05:00
491,觀音,桃園市,64,臭氧八小時,普通,2,0.18,0.2,,59,30,13,5.1,5.6,0.5,4.7,45,2019/10/21 05:00,12,29,4,121.082761,25.035503,19,19-2019-10-21 05:00:00,19,東北,3,6,10,22.3,63,1014.7,多雲,0,中央氣象局,2019/10/21 05:00
492,萬華,臺北市,44,,良好,0.7,0.19,0.3,55,47,21,10,5.8,6.6,0.8,1.6,73,2019/10/21 05:00,12,24,1,121.507972,25.046503,13,13-2019-10-21 05:00:00,13,東北東,1,,,22.8,69,1014.9,,0,中央氣象局,2019/10/21 05:00
493,新竹,新竹市,49,,良好,1.9,0.19,0.2,56,53,22,10,4.7,5,0.3,2.9,72,2019/10/21 05:00,11,27,2,120.972075,24.805619,24,24-2019-10-21 05:00:00,24,東北東,1,,10,22.2,71,1014.9,晴,0,中央氣象局,2019/10/21 05:00
494,恆春,屏東縣,45,,良好,1.2,0.14,0.1,46,49,21,10,1.5,2.3,0.8,4.8,10,2019/10/21 05:00,11,24,1,120.788928,21.958069,61,61-2019-10-21 05:00:00,61,北,1,,18,24.1,73,1012.8,多雲,0,中央氣象局,2019/10/21 05:00
495,臺東,臺東縣,37,,良好,1.6,0.18,0.2,28,35,17,10,1.4,2.1,0.7,2.4,310,2019/10/21 05:00,11,21,2,121.15045,22.755358,62,62-2019-10-21 05:00:00,62,西北,1,,15,21.8,77,1013.3,多雲,0,中央氣象局,2019/10/21 05:00
496,陽明,臺北市,48,,良好,0.6,0.15,0.1,53,52,15,13,0.9,1.5,0.6,,,2019/10/21 04:00,8,16,2,121.529583,25.182722,64,64-2019-10-21 04:00:00,64,北北西,3,,,15.1,92,,,0,中央氣象局,2019/10/21 04:00
497,臺南,臺南市,76,細懸浮微粒,普通,2.9,0.3,0.4,20,29,47,21,15,16,1,1.5,32,2019/10/21 04:00,26,64,3,120.202617,22.984581,46,46-2019-10-21 04:00:00,46,北,2,,,21.9,79,1013.3,,0,中央氣象局,2019/10/21 04:00
498,金門,金門縣,74,臭氧八小時,普通,5.2,0.27,0.3,56,62,59,28,10,10,0.3,2.4,23,2019/10/21 04:00,24,52,3,118.312256,24.432133,77,77-2019-10-21 04:00:00,77,東北,2,,,19.1,70,1016.8,,0,中央氣象局,2019/10/21 04:00
499,馬祖,連江縣,126,臭氧八小時,對敏感族群不健康,2,0.26,0.2,73,78,40,26,4.7,5.5,0.9,1.9,39,2019/10/21 04:00,23,38,2,119.949875,26.160469,75,75-2019-10-21 04:00:00,75,北,2,,,19.6,73,1017.2,,0,中央氣象局,2019/10/21 04:00
500,嘉義,嘉義市,57,細懸浮微粒,普通,2.7,0.33,0.4,18,26,37,20,14,14,0.4,1.9,358,2019/10/21 04:00,18,43,4,120.440833,23.462778,42,42-2019-10-21 04:00:00,42,北北東,1,,,20.8,85,1013.2,,0,中央氣象局,2019/10/21 04:00
501,馬公,澎湖縣,77,臭氧八小時,普通,1.3,0.13,0.2,67,63,37,18,1.3,5.5,4.3,4.8,19,2019/10/21 04:00,15,38,2,119.566158,23.569031,78,78-2019-10-21 04:00:00,78,北北東,3,6,,23.2,81,1013.8,,0,中央氣象局,2019/10/21 04:00
502,沙鹿,臺中市,48,,良好,2.1,0.13,0.2,46,43,30,15,7.3,8.1,0.8,3.1,355,2019/10/21 04:00,15,30,3,120.568794,24.225628,29,29-2019-10-21 04:00:00,29,北,3,,,21.8,72,1013.8,,0,中央氣象局,2019/10/21 04:00
503,大里,臺中市,50,,良好,2,0.36,0.3,12,26,27,17,15,16,0.9,1.2,226,2019/10/21 04:00,15,30,2,120.677689,24.099611,30,30-2019-10-21 04:00:00,30,北,1,,,22.5,73,1013.2,,0,中央氣象局,2019/10/21 04:00
504,板橋,新北市,43,,良好,1,0.17,0.3,49,42,29,13,5.5,5.8,0.3,0.5,326,2019/10/21 04:00,13,27,,121.458667,25.012972,6,6-2019-10-21 04:00:00,6,靜風,,,,22.1,75,1014.9,,0,中央氣象局,2019/10/21 04:00
505,冬山,宜蘭縣,42,,良好,1.4,0.17,0.2,29,30,20,11,5.8,5.9,0.1,1.5,239,2019/10/21 04:00,13,25,2,121.792928,24.632203,66,66-2019-10-21 04:00:00,66,北北西,1,,,22.1,79,1014.3,,0,中央氣象局,2019/10/21 04:00
506,觀音,桃園市,64,臭氧八小時,普通,4.1,0.18,0.2,61,59,27,15,5.1,5.7,0.5,5,49,2019/10/21 04:00,12,29,4,121.082761,25.035503,19,19-2019-10-21 04:00:00,19,東北,4,,,22.3,65,1014.6,,0,中央氣象局,2019/10/21 04:00
507,新竹,新竹市,48,,良好,1.7,0.18,0.2,57,52,26,10,4,4.3,0.3,2.3,58,2019/10/21 04:00,12,27,2,120.972075,24.805619,24,24-2019-10-21 04:00:00,24,東北,1,,,22.3,72,1014.9,,0,中央氣象局,2019/10/21 04:00
508,萬華,臺北市,41,,良好,0.5,0.19,0.3,54,44,18,12,5.5,6.4,0.9,0.9,68,2019/10/21 04:00,12,25,1,121.507972,25.046503,13,13-2019-10-21 04:00:00,13,東北東,1,,,22.7,73,1014.6,,0,中央氣象局,2019/10/21 04:00
509,臺東,臺東縣,38,,良好,1.5,0.18,0.2,31,36,18,10,1.4,2.1,0.7,1.7,304,2019/10/21 04:00,12,22,2,121.15045,22.755358,62,62-2019-10-21 04:00:00,62,西北,1,,,21.8,78,1013.1,,0,中央氣象局,2019/10/21 04:00
510,基隆,基隆市,48,,良好,1.2,0.16,0.2,60,52,32,14,1.6,2.8,1.2,1.1,59,2019/10/21 04:00,11,30,2,121.760056,25.129167,1,1-2019-10-21 04:00:00,1,北,4,,,22.9,66,1014.5,,0,中央氣象局,2019/10/21 04:00
511,恆春,屏東縣,46,,良好,1.2,0.15,0.1,46,50,24,11,1.6,2.2,0.6,4.8,4.9,2019/10/21 04:00,11,25,1,120.788928,21.958069,61,61-2019-10-21 04:00:00,61,北北東,1,,,23.9,80,1012.4,,0,中央氣象局,2019/10/21 04:00
512,陽明,臺北市,47,,良好,0.6,0.15,0.1,53,51,21,7,0.9,1.4,0.6,,,2019/10/21 03:00,7,16,2,121.529583,25.182722,64,64-2019-10-21 03:00:00,64,北,1,,,15.3,94,,,0,中央氣象局,2019/10/21 03:00
513,臺南,臺南市,79,細懸浮微粒,普通,2.9,0.31,0.4,20,32,43,22,16,17,1,1.3,11,2019/10/21 03:00,27,71,3,120.202617,22.984581,46,46-2019-10-21 03:00:00,46,北北西,2,,,22.1,78,1013.4,,0,中央氣象局,2019/10/21 03:00
514,金門,金門縣,80,臭氧八小時,普通,4.4,0.28,0.3,56,64,57,22,10,10,0.3,2.2,27,2019/10/21 03:00,23,50,3,118.312256,24.432133,77,77-2019-10-21 03:00:00,77,東北,2,,,19.1,70,1017.4,,0,中央氣象局,2019/10/21 03:00
515,馬祖,連江縣,129,臭氧八小時,對敏感族群不健康,2,0.25,0.2,74,79,40,25,4.8,5.3,0.5,1.9,20,2019/10/21 03:00,22,38,2,119.949875,26.160469,75,75-2019-10-21 03:00:00,75,北,2,,,19.7,74,1017.2,,0,中央氣象局,2019/10/21 03:00
516,嘉義,嘉義市,56,細懸浮微粒,普通,4.6,0.32,0.4,20,29,42,19,14,14,0.7,1.1,15,2019/10/21 03:00,18,45,4,120.440833,23.462778,42,42-2019-10-21 03:00:00,42,北,1,,,20.9,86,1013.1,,0,中央氣象局,2019/10/21 03:00
517,沙鹿,臺中市,48,,良好,2.2,0.14,0.2,44,42,27,14,7.9,8.8,0.9,3.3,360,2019/10/21 03:00,15,31,3,120.568794,24.225628,29,29-2019-10-21 03:00:00,29,北,3,,,21.7,74,1013.8,,0,中央氣象局,2019/10/21 03:00
518,大里,臺中市,50,,良好,1.9,0.36,0.3,16,29,29,16,15,16,1,0.9,228,2019/10/21 03:00,15,30,2,120.677689,24.099611,30,30-2019-10-21 03:00:00,30,北,1,,,22.1,74,1013.4,,0,中央氣象局,2019/10/21 03:00
519,馬公,澎湖縣,77,臭氧八小時,普通,1.2,0.13,0.2,66,63,38,17,1.2,5.5,4.3,5.4,20,2019/10/21 03:00,14,38,2,119.566158,23.569031,78,78-2019-10-21 03:00:00,78,北北東,3,6,,23,85,1013.9,,0,中央氣象局,2019/10/21 03:00
520,冬山,宜蘭縣,45,,良好,1.5,0.19,0.2,22,31,24,15,8.5,8.7,0.2,1.6,255,2019/10/21 03:00,14,26,2,121.792928,24.632203,66,66-2019-10-21 03:00:00,66,靜風,,,,22.4,78,1014.4,,0,中央氣象局,2019/10/21 03:00
521,新竹,新竹市,47,,良好,1.9,0.19,0.2,56,51,26,11,5.2,5.6,0.4,2.6,66,2019/10/21 03:00,13,28,2,120.972075,24.805619,24,24-2019-10-21 03:00:00,24,北北東,1,,,22.4,72,1014.7,,0,中央氣象局,2019/10/21 03:00
522,板橋,新北市,42,,良好,1.1,0.18,0.3,50,41,26,12,5.9,6.2,0.3,1.3,110,2019/10/21 03:00,13,28,,121.458667,25.012972,6,6-2019-10-21 03:00:00,6,東北,1,,,22.1,76,1014.8,,0,中央氣象局,2019/10/21 03:00
523,萬華,臺北市,39,,良好,0.6,0.19,0.3,54,42,22,12,5.8,6.7,0.9,1.6,94,2019/10/21 03:00,12,26,1,121.507972,25.046503,13,13-2019-10-21 03:00:00,13,東,2,,,22.5,75,1014.6,,0,中央氣象局,2019/10/21 03:00
524,臺東,臺東縣,39,,良好,1.6,0.19,0.2,33,37,20,11,1.7,2.3,0.6,2,307,2019/10/21 03:00,12,23,2,121.15045,22.755358,62,62-2019-10-21 03:00:00,62,北北西,1,,,22,78,1013.4,,0,中央氣象局,2019/10/21 03:00
525,基隆,基隆市,48,,良好,1,0.17,0.2,58,52,28,10,1.9,3.3,1.4,0.8,48,2019/10/21 03:00,11,30,2,121.760056,25.129167,1,1-2019-10-21 03:00:00,1,北,4,,,22.9,62,1014.5,,0,中央氣象局,2019/10/21 03:00
526,觀音,桃園市,61,臭氧八小時,普通,2.7,0.17,0.2,61,58,34,10,4.7,5.2,0.5,5.6,40,2019/10/21 03:00,11,29,4,121.082761,25.035503,19,19-2019-10-21 03:00:00,19,東北,4,6,,22.3,63,1014.5,,0,中央氣象局,2019/10/21 03:00
527,恆春,屏東縣,47,,良好,1.2,0.15,0.1,47,51,25,10,1.4,2.3,0.9,4.9,24,2019/10/21 03:00,11,25,1,120.788928,21.958069,61,61-2019-10-21 03:00:00,61,東北東,1,,,22.8,81,1012.7,,0,中央氣象局,2019/10/21 03:00
528,陽明,臺北市,47,,良好,0.6,0.14,0.1,53,51,13,8,0.7,1.4,0.6,,,2019/10/21 02:00,7,15,2,121.529583,25.182722,64,64-2019-10-21 02:00:00,64,北,1,,,15.2,94,,,0,中央氣象局,2019/10/21 02:00
529,臺南,臺南市,82,細懸浮微粒,普通,3.4,0.35,0.4,21,36,52,26,18,19,1.1,0.7,30,2019/10/21 02:00,28,76,3,120.202617,22.984581,46,46-2019-10-21 02:00:00,46,北北西,2,,10,22.4,76,1013.5,多雲,0,中央氣象局,2019/10/21 02:00
530,金門,金門縣,87,臭氧八小時,普通,4.9,0.3,0.3,55,66,60,28,11,11,0.1,1.9,15,2019/10/21 02:00,23,48,3,118.312256,24.432133,77,77-2019-10-21 02:00:00,77,北北東,2,,,19.5,69,1017.7,,0,中央氣象局,2019/10/21 02:00
531,馬祖,連江縣,129,臭氧八小時,對敏感族群不健康,2,0.25,0.2,76,79,39,22,4.5,5.1,0.6,1.7,342,2019/10/21 02:00,21,37,2,119.949875,26.160469,75,75-2019-10-21 02:00:00,75,北,2,,,19.9,73,1017.3,,0,中央氣象局,2019/10/21 02:00
532,嘉義,嘉義市,55,細懸浮微粒,普通,2.3,0.3,0.4,24,32,39,16,12,13,0.9,1.5,19,2019/10/21 02:00,17,44,4,120.440833,23.462778,42,42-2019-10-21 02:00:00,42,北,1,,,20.7,85,1013.3,,0,中央氣象局,2019/10/21 02:00
533,大里,臺中市,53,細懸浮微粒,普通,,,0.4,,33,0,0,0,,,,,2019/10/21 02:00,16,31,,120.677689,24.099611,30,30-2019-10-21 02:00:00,30,北,1,,12,22.4,72,1013.3,多雲,0,中央氣象局,2019/10/21 02:00
534,沙鹿,臺中市,48,,良好,2.2,0.15,0.2,41,43,29,16,9.2,9.9,0.7,3.1,359,2019/10/21 02:00,15,32,3,120.568794,24.225628,29,29-2019-10-21 02:00:00,29,北,3,6,,21.8,74,1013.8,,0,中央氣象局,2019/10/21 02:00
535,馬公,澎湖縣,80,臭氧八小時,普通,1.5,0.12,0.2,65,64,43,15,1.3,5.7,4.3,5.2,27,2019/10/21 02:00,13,38,2,119.566158,23.569031,78,78-2019-10-21 02:00:00,78,北北東,3,6,,23.2,83,1014.1,,0,中央氣象局,2019/10/21 02:00
536,新竹,新竹市,46,,良好,1.9,0.2,0.3,51,50,26,11,7.8,8.3,0.5,2.5,50,2019/10/21 02:00,13,29,2,120.972075,24.805619,24,24-2019-10-21 02:00:00,24,北北東,1,,,22.5,72,1014.7,,0,中央氣象局,2019/10/21 02:00
537,冬山,宜蘭縣,43,,良好,1.4,0.19,0.2,27,34,21,9,5.7,5.9,0.2,0.8,188,2019/10/21 02:00,13,26,2,121.792928,24.632203,66,66-2019-10-21 02:00:00,66,西北西,1,,,22.2,80,1014.7,,0,中央氣象局,2019/10/21 02:00
538,基隆,基隆市,47,,良好,1.2,0.21,0.2,45,51,20,10,3.5,4.6,1.2,0.6,100,2019/10/21 02:00,12,31,2,121.760056,25.129167,1,1-2019-10-21 02:00:00,1,北北東,3,,,22.5,76,1014.9,,0,中央氣象局,2019/10/21 02:00
539,板橋,新北市,39,,良好,,,0.4,,37,0,0,,,,,,2019/10/21 02:00,12,28,,121.458667,25.012972,6,6-2019-10-21 02:00:00,6,東北東,1,,20,22.3,75,1015,陰,0,中央氣象局,2019/10/21 02:00
540,萬華,臺北市,37,,良好,,,0.3,,37,0,0,,,,,,2019/10/21 02:00,12,27,,121.507972,25.046503,13,13-2019-10-21 02:00:00,13,東,2,,,22.4,77,1014.9,,0,中央氣象局,2019/10/21 02:00
541,臺東,臺東縣,39,,良好,1.8,0.2,0.3,34,37,19,14,2.2,2.8,0.7,1.4,298,2019/10/21 02:00,12,25,2,121.15045,22.755358,62,62-2019-10-21 02:00:00,62,西北,1,,15,22.3,78,1013.4,晴,0,中央氣象局,2019/10/21 02:00
542,觀音,桃園市,58,臭氧八小時,普通,,,0.2,60,57,21,9,,,,5.5,44,2019/10/21 02:00,11,28,4,121.082761,25.035503,19,19-2019-10-21 02:00:00,19,東北,4,6,,22.4,63,1014.5,,0,中央氣象局,2019/10/21 02:00
543,恆春,屏東縣,47,,良好,1.3,0.15,0.1,49,51,20,13,1.5,2.4,0.9,4.4,21,2019/10/21 02:00,11,25,1,120.788928,21.958069,61,61-2019-10-21 02:00:00,61,西北,1,,,23.9,76,1012.8,,0,中央氣象局,2019/10/21 02:00
544,陽明,臺北市,46,,良好,2.4,0.16,0.1,52,50,13,6,1.1,1.2,0.1,,,2019/10/21 01:00,7,16,2,121.529583,25.182722,64,64-2019-10-21 01:00:00,64,北北西,2,,,15.3,94,,,0,中央氣象局,2019/10/21 01:00
545,臺南,臺南市,82,細懸浮微粒,普通,3.3,0.39,0.4,24,41,51,24,17,18,1.2,0.8,31,2019/10/21 01:00,28,79,3,120.202617,22.984581,46,46-2019-10-21 01:00:00,46,北北西,1,,,22.9,74,1013.8,,0,中央氣象局,2019/10/21 01:00
546,金門,金門縣,93,臭氧八小時,普通,2.1,0.26,0.3,63,68,47,24,7.1,7.5,0.4,2.4,33,2019/10/21 01:00,22,47,3,118.312256,24.432133,77,77-2019-10-21 01:00:00,77,東北,2,,,19.8,69,1017.9,,0,中央氣象局,2019/10/21 01:00
547,馬祖,連江縣,129,臭氧八小時,對敏感族群不健康,1.9,0.22,0.2,78,79,34,25,3.7,4.1,0.4,1.5,326,2019/10/21 01:00,20,37,2,119.949875,26.160469,75,75-2019-10-21 01:00:00,75,東北,3,,,20.8,65,1017.7,,0,中央氣象局,2019/10/21 01:00
548,嘉義,嘉義市,57,細懸浮微粒,普通,2.8,0.34,0.4,25,36,42,15,15,15,/0.1,1.7,4.3,2019/10/21 01:00,18,45,4,120.440833,23.462778,42,42-2019-10-21 01:00:00,42,北北東,1,,,20.8,83,1013.5,,0,中央氣象局,2019/10/21 01:00
549,沙鹿,臺中市,48,,良好,2.5,0.22,0.2,41,44,28,14,9.4,10,0.9,3,0.6,2019/10/21 01:00,15,33,3,120.568794,24.225628,29,29-2019-10-21 01:00:00,29,北,4,,,21.9,75,1014.3,,0,中央氣象局,2019/10/21 01:00
550,大里,臺中市,50,,良好,2.1,0.31,0.4,29,35,29,18,10,11,0.7,1.1,57,2019/10/21 01:00,15,32,2,120.677689,24.099611,30,30-2019-10-21 01:00:00,30,北,1,,,22.6,71,1013.8,,0,中央氣象局,2019/10/21 01:00
551,冬山,宜蘭縣,46,,良好,1.7,0.18,0.2,29,36,24,14,4.8,5.4,0.5,0.6,193,2019/10/21 01:00,14,27,1,121.792928,24.632203,66,66-2019-10-21 01:00:00,66,西,1,,,22.2,79,1015.1,,0,中央氣象局,2019/10/21 01:00
552,馬公,澎湖縣,84,臭氧八小時,普通,1.6,0.17,0.2,61,65,36,14,0.8,5.6,4.8,5.8,23,2019/10/21 01:00,13,37,2,119.566158,23.569031,78,78-2019-10-21 01:00:00,78,北北東,3,6,,23.6,82,1014.3,,0,中央氣象局,2019/10/21 01:00
553,新竹,新竹市,46,,良好,2.2,0.22,0.3,52,50,25,16,5.3,5.7,0.5,3.3,70,2019/10/21 01:00,13,30,2,120.972075,24.805619,24,24-2019-10-21 01:00:00,24,北北東,2,,,22.5,73,1014.9,,0,中央氣象局,2019/10/21 01:00
